DirPath,File,Method,PyPDF2_Score,OCR_Score,Final_Score,Output_Path
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/تنکتپلاز,تکنتپلاز.pdf,PyPDF2 (no OCR),0.7872,0.0,0.7872,/content/drive/MyDrive/Base Model Farsi/Output Texts/تکنتپلاز.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/دیالیز صفاقی,دیالیز صفاقی.pdf,"PyPDF2 (better, OCR worse)",0.5215,0.4991,0.5215,/content/drive/MyDrive/Base Model Farsi/Output Texts/دیالیز صفاقی.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/پالبوسیکلیب,پالبوسیکلیب.pdf,PyPDF2 (no OCR),0.787,0.0,0.787,/content/drive/MyDrive/Base Model Farsi/Output Texts/پالبوسیکلیب.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/پالبوسیکلیب,پالبوسیکلیب نهایی.pdf,OCR (better),0.0,0.4949,0.4949,/content/drive/MyDrive/Base Model Farsi/Output Texts/پالبوسیکلیب نهایی.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/فاکتورانعقادی در هموفیلی,راهنمای تجویز فاکتورهای انعقادی در اختلالات خونریزی دهنده ارثی.pdf,PyPDF2 (no OCR),0.7968,0.0,0.7968,/content/drive/MyDrive/Base Model Farsi/Output Texts/راهنمای تجویز فاکتورهای انعقادی در اختلالات خونریزی دهنده ارثی.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/فاکتورانعقادی در هموفیلی,نامه ابلاغ.pdf,Skipped,0,0,0,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه ابلاغ.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/کلسیپوتریول,کلسیپوتریول.pdf,PyPDF2 (no OCR),0.7873,0.0,0.7873,/content/drive/MyDrive/Base Model Farsi/Output Texts/کلسیپوتریول.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/تنکتپلاز,تنکتپلاز1.pdf,OCR (better),0.4895,0.6212,0.6212,/content/drive/MyDrive/Base Model Farsi/Output Texts/تنکتپلاز1.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/کلسیپوتریول,کلسیپوتریول+ب.pdf,"PyPDF2 (better, OCR worse)",0.569,0.5528,0.569,/content/drive/MyDrive/Base Model Farsi/Output Texts/کلسیپوتریول+ب.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/ترپروستینیل,فایل ابلاغ ترپروستینیل.pdf,PyPDF2 (no OCR),0.6036,0.0,0.6036,/content/drive/MyDrive/Base Model Farsi/Output Texts/فایل ابلاغ ترپروستینیل.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/ترپروستینیل,نامه ابلاغ ترپروستینیل.pdf,OCR (better),0.0,0.5036,0.5036,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه ابلاغ ترپروستینیل.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/توبرامایسین  دگزامتازون,توبرامایسین و دگزامتازون.pdf,"PyPDF2 (better, OCR worse)",0.5234,0.5023,0.5234,/content/drive/MyDrive/Base Model Farsi/Output Texts/توبرامایسین و دگزامتازون.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/miglustat,نامه ابلاغ (miglustst).pdf,"PyPDF2 (better, OCR worse)",0.5214,0.5065,0.5214,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه ابلاغ (miglustst).txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/توبرامایسین  دگزامتازون,توبرامایسین .pdf,OCR (better),0.5824,0.5859,0.5859,/content/drive/MyDrive/Base Model Farsi/Output Texts/توبرامایسین .txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/FSH,FSH.pdf,PyPDF2 (no OCR),0.7872,0.0,0.7872,/content/drive/MyDrive/Base Model Farsi/Output Texts/FSH.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/miglustat,میگلوستات.pdf,"PyPDF2 (better, OCR worse)",0.593,0.5725,0.593,/content/drive/MyDrive/Base Model Farsi/Output Texts/میگلوستات.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/FSH,FSH1.pdf,OCR (better),0.4314,0.5491,0.5491,/content/drive/MyDrive/Base Model Farsi/Output Texts/FSH1.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/داساتینیب,6 تیر.pdf,Skipped,0,0,0,/content/drive/MyDrive/Base Model Farsi/Output Texts/6 تیر.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/داساتینیب,نامه ابلاغ داساتینیب.pdf,"PyPDF2 (better, OCR worse)",0.5203,0.4846,0.5203,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه ابلاغ داساتینیب.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/داروی توسیلیزومب,فایل توسیلیزومب.pdf,PyPDF2 (no OCR),0.7837,0.0,0.7837,/content/drive/MyDrive/Base Model Farsi/Output Texts/فایل توسیلیزومب.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/اناکینرا,اناکینرا.pdf,PyPDF2 (no OCR),0.7872,0.0,0.7872,/content/drive/MyDrive/Base Model Farsi/Output Texts/اناکینرا.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/داروی توسیلیزومب,نامه ابلاغ توسیلیزومب.pdf,"PyPDF2 (better, OCR worse)",0.5273,0.5027,0.5273,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه ابلاغ توسیلیزومب.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/بودزوناید (سیستمیک خوراکی),نامه ابلاغ بودزوناید (سیستمیک خوراکی).pdf,"PyPDF2 (better, OCR worse)",0.524,0.5074,0.524,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه ابلاغ بودزوناید (سیستمیک خوراکی).txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/بودزوناید (سیستمیک خوراکی),بودزوناید سیستمیک خوراکی.pdf,PyPDF2 (no OCR),0.7265,0.0,0.7265,/content/drive/MyDrive/Base Model Farsi/Output Texts/بودزوناید سیستمیک خوراکی.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/اناکینرا,آناکینرا.pdf,"PyPDF2 (better, OCR worse)",0.5527,0.5046,0.5527,/content/drive/MyDrive/Base Model Farsi/Output Texts/آناکینرا.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/بواسیزومب,بواسیزومب نسخه دوم.pdf,"PyPDF2 (better, OCR worse)",0.522,0.4979,0.522,/content/drive/MyDrive/Base Model Farsi/Output Texts/بواسیزومب نسخه دوم.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/پمبرولیزوماب (1),نامه ابلاغ پمبرولیزومب.pdf,Skipped,0,0,0,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه ابلاغ پمبرولیزومب.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/پمبرولیزوماب (1),9 آبان.pdf,Skipped,0,0,0,/content/drive/MyDrive/Base Model Farsi/Output Texts/9 آبان.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/بواسیزومب,بواسیزومب 15 مه.pdf,OCR (better),0.5978,0.7714,0.7714,/content/drive/MyDrive/Base Model Farsi/Output Texts/بواسیزومب 15 مه.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/داروی بورتزومب,نامه ابلاغ بورتزومب.pdf,"PyPDF2 (better, OCR worse)",0.5255,0.5024,0.5255,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه ابلاغ بورتزومب.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/داروی بورتزومب,داروی بورتزومب.pdf,PyPDF2 (no OCR),0.6789,0.0,0.6789,/content/drive/MyDrive/Base Model Farsi/Output Texts/داروی بورتزومب.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/ناتامایسین,ناتامایسین.pdf,"PyPDF2 (better, OCR worse)",0.522,0.509,0.522,/content/drive/MyDrive/Base Model Farsi/Output Texts/ناتامایسین.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/داروهای سرطان 3,داروهای سرطان.pdf,OCR (better),0.0,0.7632,0.7632,/content/drive/MyDrive/Base Model Farsi/Output Texts/داروهای سرطان.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/ناتامایسین,ناتامایسین1.pdf,"PyPDF2 (better, OCR worse)",0.5048,0.4979,0.5048,/content/drive/MyDrive/Base Model Farsi/Output Texts/ناتامایسین1.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/ریواروکسابان,فایل ابلاغ ریواروکسابان.pdf,PyPDF2 (no OCR),0.7907,0.0,0.7907,/content/drive/MyDrive/Base Model Farsi/Output Texts/فایل ابلاغ ریواروکسابان.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/ریواروکسابان,بخشنامه کشوری ریواروکسابان.pdf,"PyPDF2 (better, OCR worse)",0.4837,0.4465,0.4837,/content/drive/MyDrive/Base Model Farsi/Output Texts/بخشنامه کشوری ریواروکسابان.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/ریواروکسابان,نامه ابلاغ ریواروکسابان.pdf,"PyPDF2 (better, OCR worse)",0.5223,0.5066,0.5223,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه ابلاغ ریواروکسابان.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/ارلوتینیب,ارلوتینیب-23 دی.pdf,PyPDF2 (no OCR),0.6364,0.0,0.6364,/content/drive/MyDrive/Base Model Farsi/Output Texts/ارلوتینیب-23 دی.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/ارلوتینیب,نامه ابلاغ ارلوتینیب.pdf,"PyPDF2 (better, OCR worse)",0.5206,0.5066,0.5206,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه ابلاغ ارلوتینیب.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/پمتر کسد,نامه ابلاغ داروی پمتر کسد.pdf,OCR (better),0.0,0.4919,0.4919,/content/drive/MyDrive/Base Model Farsi/Output Texts/نامه ابلاغ داروی پمتر کسد.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/راهنمای تجویز دارو/پمتر کسد,فایل ابلاغ پمتر کسد.pdf,OCR (better),0.4508,0.5477,0.5477,/content/drive/MyDrive/Base Model Farsi/Output Texts/فایل ابلاغ پمتر کسد.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/Medical Ethics,منشور حقوق.pdf,PyPDF2 (no OCR),0.7043,0.0,0.7043,/content/drive/MyDrive/Base Model Farsi/Output Texts/منشور حقوق.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/Medical Ethics,سند اخلاق دارو.pdf,PyPDF2 (no OCR),0.7848,0.0,0.7848,/content/drive/MyDrive/Base Model Farsi/Output Texts/سند اخلاق دارو.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/Medical Ethics,راهنمای عمومی اخلاق حرفه ای شاغلین حرف پزشکی و وابسته نظام پزشکی جمهوری اسلامی ایران.pdf,PyPDF2 (no OCR),0.647,0.0,0.647,/content/drive/MyDrive/Base Model Farsi/Output Texts/راهنمای عمومی اخلاق حرفه ای شاغلین حرف پزشکی و وابسته نظام پزشکی جمهوری اسلامی ایران.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/Medical Ethics,راهنمای طبابت بالینی نوزاد با پیش آگهی بد.pdf,PyPDF2 (no OCR),0.7946,0.0,0.7946,/content/drive/MyDrive/Base Model Farsi/Output Texts/راهنمای طبابت بالینی نوزاد با پیش آگهی بد.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/Medical Ethics,راهنمای اخلاقی مراقبت تسکینی پایان حیات.pdf,PyPDF2 (no OCR),0.7913,0.0,0.7913,/content/drive/MyDrive/Base Model Farsi/Output Texts/راهنمای اخلاقی مراقبت تسکینی پایان حیات.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/Medical Ethics,نحوه معرفی و ارائه اطلاعات علمی.pdf,OCR (better),0.0,0.575,0.575,/content/drive/MyDrive/Base Model Farsi/Output Texts/نحوه معرفی و ارائه اطلاعات علمی.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/Medical Ethics,آیین اخلاق پرستاری.pdf,PyPDF2 (no OCR),0.7921,0.0,0.7921,/content/drive/MyDrive/Base Model Farsi/Output Texts/آیین اخلاق پرستاری.txt
/content/drive/MyDrive/Base Model Farsi/Documents/medical guidelines/Medical Ethics,الزامات برخورد با امتناع درمان.pdf,OCR (better),0.0,0.531,0.531,/content/drive/MyDrive/Base Model Farsi/Output Texts/الزامات برخورد با امتناع درمان.txt
/content/drive/MyDrive/Base Model Farsi/Documents/Sepas,Sepas.pdf,PyPDF2 (no OCR),0.7917,0.0,0.7917,/content/drive/MyDrive/Base Model Farsi/Output Texts/Sepas.txt
/content/drive/MyDrive/Base Model Farsi/Documents/Sepas,Sepas Guideline For Prescriber v.1.7.pdf,PyPDF2 (no OCR),0.7969,0.0,0.7969,/content/drive/MyDrive/Base Model Farsi/Output Texts/Sepas Guideline For Prescriber v.1.7.txt
/content/drive/MyDrive/Base Model Farsi/Documents/Educational Content,1. خود مراقبتی سن ابتدایی - DaneshAmoozi-Ebtedaei_250806_131601.pdf,PyPDF2 (no OCR),0.7361,0.0,0.7361,/content/drive/MyDrive/Base Model Farsi/Output Texts/1. خود مراقبتی سن ابتدایی - DaneshAmoozi-Ebtedaei_250806_131601.txt
/content/drive/MyDrive/Base Model Farsi/Documents/Educational Content,2. خود مراقبتی سن دبیرستان۱ - 205_5092_1510485535224_DaneshAmooziAval (1)_250806_131729.pdf,PyPDF2 (no OCR),0.773,0.0,0.773,/content/drive/MyDrive/Base Model Farsi/Output Texts/2. خود مراقبتی سن دبیرستان۱ - 205_5092_1510485535224_DaneshAmooziAval (1)_250806_131729.txt
/content/drive/MyDrive/Base Model Farsi/Documents/Educational Content,3. خود مراقبتی سن دبیرستان ۲ -DaneshAmoozan-Motavaseteh-Dovom_250806_153909.pdf,PyPDF2 (no OCR),0.7674,0.0,0.7674,/content/drive/MyDrive/Base Model Farsi/Output Texts/3. خود مراقبتی سن دبیرستان ۲ -DaneshAmoozan-Motavaseteh-Dovom_250806_153909.txt
/content/drive/MyDrive/Base Model Farsi/Documents/Educational Content,4. خود مراقبتی سکته و سرطان - khatar_sanji_hq96-04_250806_131131.pdf,PyPDF2 (no OCR),0.6679,0.0,0.6679,/content/drive/MyDrive/Base Model Farsi/Output Texts/4. خود مراقبتی سکته و سرطان - khatar_sanji_hq96-04_250806_131131.txt
